median
0.01248525716155605
0.09109940401129178
0.45335115617728605
0.7709914272342502
0.782665405042719
0.7517572509754312
0.7073235024365947
0.6580715908951327
0.6054003557927727
0.5492013014874559
0.49252299500007823
0.4352871680131617
0.3803403222633815
0.32819411158377776
0.2796374130704805
0.23661268552935777
0.19824497772939126
0.1642449469984735
0.13541083745230875
0.1112073708194395
0.090869208291202
0.0738606477503229
0.059783095881711275
0.04820804362437775
0.03881685509388187
0.0311473607441309
0.02499540138218695
0.020041059527475702
0.0160211869912458
0.012777732785251225
